title,genre,developer,critic_score,total_sales,release_date
ATV Offroad Fury 2,Racing,Rainbow Studios,8.7,2.18,2002-11-09
Rock Band 3,Misc,Harmonix Music Systems,9.075,2.18,2010-10-26
Army of Two: The 40th Day,Shooter,EA Montreal,6.333333333333333,2.16,2010-01-12
NCAA Football 11,Sports,EA Tiburon,7.8,2.16,2010-07-13
Tony Hawk: RIDE,Sports,Buzz Monkey Software,4.3999999999999995,2.16,2009-11-17
Tom Clancy's Splinter Cell: Conviction,Action,Ubisoft Montreal,8.3,2.16,2010-04-13
Your Shape featuring Jenny McCarthy,Sports,Ubisoft,6.0,2.16,2009-11-24
Call of Duty: Roads to Victory,Shooter,Amaze Entertainment,6.1,2.14,2007-03-13
Bayonetta,Action,PlatinumGames,8.75,2.14,2010-01-05
SimCity 2000,Simulation,Maxis,8.0,2.14,1993-01-01
LEGO Rock Band,Misc,TT Games / Harmonix Music Systems,7.475,2.13,2009-11-03
Call of Duty 2,Shooter,Infinity Ward,7.9,2.12,2005-11-17
NBA 2K11,Sports,Visual Concepts,8.8,2.11,2010-10-05
Harry Potter and the Goblet of Fire,Adventure,Electronic Arts,6.666666666666667,2.11,2005-11-08
Aliens vs Predator,Shooter,Rebellion Developments,6.05,2.1,2010-02-16
Need for Speed: Most Wanted 5-1-0,Racing,EA Black Box,7.4,2.09,2005-11-15
Prince of Persia,Adventure,Ubisoft Montreal,8.25,2.08,2008-12-02
Metal Gear Solid: Peace Walker,Action,Kojima Productions,8.6,2.08,2010-06-08
Sid Meier's Civilization Revolution,Strategy,Firaxis Games,8.333333333333334,2.06,2008-07-08
GRID,Racing,Codemasters,8.475,2.06,2008-06-03
R4: Ridge Racer Type 4,Racing,Namco,9.1,2.06,1999-05-04
LEGO Indiana Jones 2: The Adventure Continues,Adventure,Traveller's Tales,6.5,2.05,2009-11-17
Dark Souls,Role-Playing,From Software,9.0,2.05,2011-10-04
NCAA Football 14,Sports,EA Tiburon,7.65,2.05,2013-07-09
PGR4 - Project Gotham Racing 4,Racing,Bizarre Creations,8.6,2.04,2007-10-02
Dance Central 2,Music,Harmonix Music Systems,8.6,2.04,2011-10-25
Dragon Quest XI: Echoes of an Elusive Age,Role-Playing,Square Enix,9.5,2.04,2018-09-04
Blazing Angels: Squadrons of WWII,Simulation,Ubisoft Romania,6.36,2.04,2007-03-20
NCAA Football 13,Sports,EA Tiburon,7.3,2.04,2012-07-10
Rayman Raving Rabbids: TV Party,Misc,Ubisoft Paris,7.1,2.03,2008-11-18
Wall-E,Platform,Asobo Studio,6.833333333333333,2.02,2008-06-24
Just Dance 3,Misc,Ubisoft Paris,5.5,2.02,2011-10-07
Max Payne 2: The Fall of Max Payne,Shooter,Remedy Entertainment,8.166666666666666,2.0100000000000002,2003-12-02
Rockstar Games presents Table Tennis,Sports,Rockstar San Diego,7.449999999999999,2.01,2007-10-15
Driver: San Francisco,Racing,Ubisoft Reflections,7.9,2.01,2011-09-06
TouchMaster,Puzzle,Midway Studios San Diego,6.9,2.0,2007-06-25
The Sims 2,Simulation,Maxis,7.566666666666666,2.0,2005-12-07
Fight Night Round 3,Fighting,EA Chicago,7.9,1.99,2006-02-20
Tenchu: Stealth Assassins,Action,Acquire,8.8,1.99,1998-08-31
Harry Potter and the Chamber of Secrets,Adventure,Eurocom Entertainment Software,7.2,1.99,2002-11-14
Sniper: Ghost Warrior,Shooter,City Interactive,4.4,1.9899999999999998,2010-06-29
Marvel: Ultimate Alliance 2,Role-Playing,Vicarious Visions,6.933333333333334,1.96,2009-09-15
Hot Shots Golf: Open Tee,Sports,Clap Hanz,8.4,1.96,2005-05-03
Brink,Shooter,Splash Damage,6.966666666666666,1.95,2011-05-10
XCOM: Enemy Unknown,Strategy,Firaxis Games,8.966666666666667,1.94,2012-10-09
Mercenaries 2: World in Flames,Shooter,Pandemic Studios,6.366666666666667,1.9300000000000002,2008-08-31
Skate 2,Sports,EA Black Box,8.2,1.9300000000000002,2009-01-21
DiRT,Racing,Codemasters,8.350000000000001,1.92,2007-09-11
The Legend of Zelda: Oracle of Ages,Adventure,Flagship,9.4,1.92,2001-05-13
Red Faction,Shooter,Volition Inc.,8.6,1.92,2001-05-21
DiRT 3,Racing,Codemasters,9.033333333333333,1.92,2011-05-24
Operation Flashpoint: Dragon Rising,Shooter,Codemasters,7.433333333333334,1.9100000000000001,2009-10-06
Sleeping Dogs,Action-Adventure,United Front Games,8.0,1.9100000000000001,2012-08-14
Brutal Legend,Action,Double Fine Productions,8.2,1.91,2009-10-13
Fight Night Champion,Fighting,EA Canada,8.4,1.91,2011-03-01
The Lord of the Rings: War in the North,Role-Playing,Snowblind Studios,6.533333333333334,1.91,2011-11-01
Star Wars Rogue Leader: Rogue Squadron II,Simulation,Factor 5,9.2,1.9,2001-11-09
Tiger Woods PGA Tour 11,Sports,EA Tiburon,8.1,1.8900000000000001,2010-06-08
FIFA 2000,Sports,EA Canada,8.8,1.87,1999-10-09
inFAMOUS 2,Action,Sucker Punch Productions,8.1,1.87,2011-06-07
The Legend of Zelda: Oracle of Seasons,Adventure,Flagship,9.3,1.86,2001-05-13
The Legend of Dragoon,Role-Playing,SCEI,7.8,1.86,2000-06-11
Sonic Classic Collection,Platform,Sonic Team,7.5,1.86,2010-03-02
SingStar,Misc,SCEE London Studio,8.0,1.86,2004-05-21
Toy Story 3: The Video Game,Action,Avalanche Software,7.5,1.85,2010-06-15
Rabbids Go Home,Adventure,Ubisoft Montpellier,8.4,1.8499999999999999,2009-11-03
South Park,Shooter,Iguana Entertainment,3.85,1.8499999999999999,1998-12-12
Rayman Raving Rabbids 2,Misc,Ubisoft Paris,6.6,1.84,2007-11-15
Forza Horizon 4,Racing,Playground Games,9.2,1.84,2018-10-02
The Amazing Spider-Man (2012),Action-Adventure,Beenox,6.775,1.84,2012-06-26
Plants vs Zombies: Garden Warfare,Shooter,PopCap Games,7.8,1.8399999999999999,2014-02-25
Sniper Elite V2,Shooter,Rebellion Developments,7.133333333333333,1.8399999999999999,2012-05-02
Crysis 3,Shooter,Crytek,7.8999999999999995,1.83,2013-02-19
NCAA Football 12,Sports,EA Tiburon,7.75,1.83,2011-07-12
BioShock Infinite,Shooter,Irrational Games,9.5,1.82,2013-03-26
NCAA Football 2004,Sports,EA Tiburon,8.399999999999999,1.8199999999999998,2003-07-16
Guitar Hero: Warriors of Rock,Misc,Vicarious Visions,7.199999999999999,1.8199999999999998,2010-09-28
Brothers In Arms: Hell's Highway,Shooter,Gearbox Software,6.8,1.81,2008-09-23
Tomb Raider: Anniversary,Action,Crystal Dynamics,7.466666666666666,1.81,2007-11-13
Darksiders II,Action-Adventure,Vigil Games,8.366666666666667,1.8,2012-08-14
NBA 2K7,Sports,Visual Concepts,8.275,1.79,2006-09-25
Rayman Origins,Platform,Ubisoft,8.75,1.78,2011-11-15
Castlevania: Lords of Shadow,Action,Mercury Steam,8.0,1.77,2010-10-05
State of Emergency,Action,VIS Entertainment,8.0,1.76,2002-02-12
High School Musical: Sing It!,Misc,Artificial Mind and Movement,6.4,1.76,2007-10-30
Disney's Chicken Little,Platform,A2M,7.05,1.76,2005-10-20
Transformers: Revenge of the Fallen,Action,Luxoflux Corp.,5.466666666666666,1.74,2009-06-23
Crash Bandicoot: The Huge Adventure,Platform,Vicarious Visions,8.3,1.73,2002-02-25
Twisted Metal III,Action,989 Studios,4.4,1.73,1998-10-31
Guitar Hero: Metallica,Misc,BudCat Creations,8.7,1.73,2009-03-29
Call of Duty: World at War Final Fronts,Shooter,Rebellion Developments,6.8,1.72,2008-11-10
G-Force,Action,Keen Games,7.26,1.72,2009-07-21
Bulletstorm,Shooter,People Can Fly,8.533333333333333,1.72,2011-02-22
Titanfall 2,Shooter,Respawn Entertainment,8.9,1.72,2016-10-28
Call of Duty Black Ops: Declassified,Shooter,Nihilistic,3.2,1.71,2012-11-13
Lost Planet 2,Shooter,Capcom,6.55,1.71,2010-05-11
Cabela's Big Game Hunter 2010,Sports,Cauldron,5.5,1.7,2009-09-29
Harry Potter and the Sorcerer's Stone,Action,Griptonite Games,6.6,1.69,2001-11-15
The Sims 3: Late Night Expansion Pack,Simulation,The Sims Studio,7.5,1.69,2010-10-26
Dragon Ball Z: The Legacy of Goku,Role-Playing,Webfoot Technologies,6.5,1.69,2002-05-14
Time Crisis,Shooter,Namco,8.5,1.68,1997-10-31
Star Wars Battlefront: Renegade Squadron,Shooter,Rebellion Developments,7.5,1.68,2007-10-09
Ready 2 Rumble Boxing,Sports,Point of View,7.699999999999999,1.67,1999-10-31
PGR: Project Gotham Racing 2,Racing,Bizarre Creations,8.9,1.67,2003-11-17
ModNation Racers,Racing,United Front Games,7.9,1.67,2010-05-25
Shaun White Snowboarding: Road Trip,Sports,Ubisoft Montreal,7.8,1.66,2008-11-16
Red Faction II,Shooter,Volition Inc.,7.95,1.65,2002-10-15
Red Faction: Guerrilla,Shooter,Volition Inc.,8.433333333333334,1.64,2009-06-02
Ape Escape,Platform,SCE Japan Studio,9.3,1.63,1999-05-31
Rayman Raving Rabbids,Misc,Ubisoft Montpellier,6.95,1.63,2006-11-14
Uncharted: Golden Abyss,Action,SCEA Bend Studio / Naughty Dog,7.9,1.62,2012-02-15
The Order: 1886,Shooter,Ready at Dawn,6.2,1.62,2015-02-20
Bully: Scholarship Edition,Action,Rockstar Vancouver/Mad Doc Software,7.7,1.62,2008-03-05
Kinectimals,Simulation,Frontier Studio,7.5,1.62,2010-11-04
X-Men Legends II: Rise of Apocalypse,Role-Playing,Raven Software,8.28,1.6199999999999999,2005-09-20
Ty the Tasmanian Tiger,Platform,Krome Studios,6.766666666666667,1.6199999999999999,2002-09-10
Soul Blade,Fighting,Namco,8.6,1.59,1997-01-01
Duke Nukem Forever,Shooter,Gearbox Software,4.35,1.5899999999999999,2011-06-14
Blitz: The League,Sports,Midway Games,7.3999999999999995,1.58,2005-10-17
Ready 2 Rumble Boxing: Round 2,Fighting,Midway Games,6.525,1.57,2000-10-23
FIFA World Cup Germany 2006,Sports,EA Canada,7.5,1.5699999999999998,2006-04-24
Guitar Hero: Smash Hits,Misc,Neversoft Entertainment,7.225,1.5699999999999998,2009-06-16
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,Ubisoft Shanghai,7.949999999999999,1.56,2004-03-23
Twisted Metal,Action,SingleTrac,7.0,1.56,1995-11-05
007: The World is Not Enough,Shooter,Eurocom Entertainment Software,7.4,1.55,2000-10-17
Dark Cloud,Role-Playing,Level 5,8.2,1.54,2001-05-28
Die Hard Trilogy,Shooter,Probe Entertainment Limited,8.5,1.54,1996-08-31
Go Vacation,Misc,Namco Bandai Games,7.0,1.54,2011-10-11
The Godfather II,Adventure,EA Redwood Shores,6.300000000000001,1.53,2009-04-07
Sonic Rivals 2,Racing,Backbone Entertainment,6.4,1.52,2007-11-13
Forza Motorsport 7,Racing,Turn 10 Studios,8.9,1.52,2017-10-03
Kane & Lynch: Dead Men,Shooter,IO Interactive,6.8,1.51,2007-11-13
Call of Duty: Modern Warfare: Reflex Edition,Shooter,Treyarch,7.2,1.51,2009-11-10
Test Drive Unlimited 2,Racing,Eden Studios,6.8,1.5,2011-02-08
The Lord of the Rings: Conquest,Action,Pandemic Studios,5.775,1.5,2009-01-13
WWF No Mercy,Fighting,Aki Corp.,9.1,1.5,2000-11-17
SoulCalibur II,Fighting,Namco,9.2,1.5,2003-08-27
F1 2012,Racing,Codemasters Birmingham,8.2,1.5,2012-09-18
NFL Blitz,Sports,Midway Games,9.1,1.5,1998-09-12
Football Manager 2012,Sports,Sega,8.5,1.5,2011-10-21
Metal Gear Rising: Revengeance,Action,PlatinumGames,9.0,1.5,2013-02-19
Darksiders,Action,Vigil Games,7.866666666666667,1.49,2010-01-05
Call of Juarez: Bound in Blood,Shooter,Techland,7.65,1.48,2009-06-30
Disney Sing It: Pop Hits,Misc,Zoe Mode,6.8,1.48,2009-10-06
Xenoblade Chronicles,Role-Playing,Monolith Soft,8.95,1.48,2012-04-06
LEGO Battles: Ninjago,Strategy,Hellbent Games,5.0,1.48,2011-04-12
Wolfenstein II: The New Colossus,Shooter,MachineGames,8.65,1.4700000000000002,2017-10-27
Super Scribblenauts,Puzzle,5TH Cell,7.9,1.47,2010-10-12
Manhunt,Action,Rockstar North,7.85,1.47,2003-11-18
Dragon Ball: Raging Blast 2,Fighting,Spike,6.0,1.47,2010-11-02
Super Monkey Ball,Puzzle,Amusement Vision,9.0,1.46,2001-11-17
Spider-Man: Friend or Foe,Action,Artificial Mind and Movement,5.466666666666666,1.46,2007-10-02
Sega Genesis Collection,Misc,Sega,8.3,1.45,2006-11-16
The House of the Dead 2 & 3 Return,Shooter,Sega,6.5,1.45,2008-03-11
Pro Evolution Soccer 2014,Sports,Konami,8.166666666666666,1.4400000000000002,2013-09-24
GoldenEye 007,Shooter,Eurocom Entertainment Software,6.75,1.4400000000000002,2010-11-02
Sonic Rivals,Racing,Backbone Entertainment,7.0,1.44,2006-11-16
Dead Island: Riptide,Misc,Techland,6.1,1.4300000000000002,2013-04-23
Kinect Joy Ride,Racing,Big Park,5.6,1.43,2010-11-04
Major League Baseball 2K6,Sports,Kush Games,6.9,1.43,2006-04-03
Smarty Pants,Misc,EA Los Angeles,6.5,1.43,2007-11-13
X-Men Origins: Wolverine - Uncaged Edition,Action,Raven Software,7.05,1.43,2009-05-01
Battlefield 2: Modern Combat,Shooter,Digtal Illusions,7.633333333333333,1.4100000000000001,2005-10-24
F1 2009,Racing,Sumo Digital,7.1,1.4100000000000001,2009-11-17
Twisted Metal: Black,Racing,Incognito Inc.,8.9,1.41,2001-06-18
2Xtreme,Sports,SCEA,8.3,1.4,1996-10-31
Drawn to Life: The Next Chapter,Puzzle,Planet Moon Studios,6.6,1.4,2009-10-27
Tiger Woods PGA Tour 08,Sports,EA Salt Lake,7.45,1.4,2007-08-28
Anno 2070,Strategy,Blue Byte Studio,8.7,1.4,2011-11-17
Burnout Revenge,Racing,Criterion Games,8.9,1.4,2005-09-13
LEGO City Undercover,Platform,TT Fusion,8.0,1.4,2017-04-04
Plants vs. Zombies,Strategy,PopCap Games,8.5,1.3800000000000001,2011-01-18
MotorStorm: Arctic Edge,Racing,Bigbig Studios,7.550000000000001,1.3800000000000001,2009-09-29
Bakugan: Battle Brawlers,Action,MTO,6.4,1.38,2009-10-20
A Collection of Activision Classic Games for the Atari 2600,Misc,"Livesay Technologies, Inc.",3.8,1.37,1998-09-23
Rayman Legends,Platform,Ubisoft Montpellier,7.0,1.37,2017-09-12
Silent Hill: Shattered Memories,Adventure,Climax Group,7.7,1.3699999999999999,2010-01-19
Blur,Racing,Bizarre Creations,8.233333333333334,1.3699999999999999,2010-05-25
Hasbro Family Game Night 2,Misc,EA Bright Light,6.4,1.36,2009-10-27
Metroid: Other M,Action,Nintendo SPD Production Group 1/Team Ninja,7.7,1.36,2010-08-31
Crash Bandicoot 2: N-Tranced,Platform,Vicarious Visions,7.5,1.36,2003-01-07
Gardening Mama,Puzzle,Taito Corporation,6.6,1.36,2009-03-31
Lightning Returns: Final Fantasy XIII,Misc,Unknown,6.75,1.36,2014-02-11
Street Fighter Alpha 2,Fighting,Capcom,8.1,1.34,1996-09-30
The ICO & Shadow of the Colossus Collection,Adventure,Bluepoint Games,9.0,1.34,2011-09-27
Donkey Kong Jungle Beat,Platform,Nintendo EAD Tokyo,7.9,1.34,2005-03-14
Command & Conquer: Red Alert 2,Strategy,Westwood Studios,8.9,1.34,2000-10-21
NHL 13,Sports,EA Canada,8.25,1.34,2012-09-11
Dragon Ball Z: Burst Limit,Fighting,Dimps Corporation,7.3,1.3399999999999999,2008-06-10
Alan Wake,Action,Remedy Entertainment,8.3,1.33,2010-05-18
Need for Speed Underground Rivals,Racing,Team Fusion,7.6,1.32,2005-03-14
MAG: Massive Action Game,Shooter,Zipper Interactive,7.4,1.32,2010-01-26
NHL 11,Sports,EA Canada,8.8,1.3199999999999998,2010-09-07
Iron Man,Action,Secret Level,5.05,1.31,2008-05-02
Need for Speed: Shift 2 Unleashed,Racing,Slightly Mad Studios,8.5,1.3,2011-03-29
Transformers,Shooter,Melbourne House,7.8,1.29,2004-05-11
The Last Guardian,Action-Adventure,SIE Japan Studio,7.9,1.29,2016-12-06
Mortal Kombat: Armageddon,Fighting,Midway Games,7.1,1.29,2006-10-09
EyePet,Simulation,SCEE London Studio,5.9,1.29,2010-09-17
MLB 14 The Show,Sports,SCE San Diego Studio,7.866666666666667,1.28,2014-05-06
Goldeneye 007: Reloaded,Shooter,Eurocom,7.4,1.28,2011-11-01
Twisted Metal 4,Racing,989 Studios,6.7,1.28,1999-10-31
Dragon Ball: Raging Blast,Fighting,Spike,5.699999999999999,1.28,2009-11-10
Champions of Norrath,Role-Playing,Snowblind Studios,8.5,1.28,2004-02-10
NHL 12,Sports,EA Canada,8.7,1.2799999999999998,2011-09-13
The Sims 2: Nightlife,Simulation,Maxis,7.5,1.27,2005-09-13
Castlevania: Symphony of the Night,Platform,Konami Computer Entertainment Tokyo,9.3,1.27,1997-10-02
Over the Hedge,Platform,Edge of Reality,6.725,1.27,2006-05-09
.hack//Infection Part 1,Role-Playing,CyberConnect2,7.7,1.27,2003-02-11
Football Manager 2011,Sports,Sports Interactive,8.9,1.26,2010-11-09
Star Wars Battlefront: Elite Squadron,Shooter,Savage Entertainment,5.95,1.26,2009-11-03
Starsky & Hutch,Racing,Minds-Eye Productions,6.0,1.26,2003-09-09
SOCOM: U.S. Navy SEALs Confrontation,Shooter,Slant Six Games,6.3,1.26,2008-10-14
Assassin's Creed: Bloodlines,Action,Griptonite Studio,6.3,1.26,2009-11-17
RollerCoaster Tycoon 2,Strategy,Chris Sawyer,7.3,1.25,2002-10-15
Black,Shooter,Criterion Games,7.7,1.25,2006-02-28
Transformers: The Game,Action,Savage Entertainment,4.75,1.25,2007-06-19
Top Spin 4,Sports,2K Czech,6.8,1.24,2011-03-15
James Bond 007: Blood Stone,Action,Bizarre Creations,6.4,1.24,2010-11-02
Spider-Man: Web of Shadows,Action,Shaba Games / Treyarch,6.6000000000000005,1.24,2008-10-21
Oddworld: Abe's Oddysee,Platform,Oddworld Inhabitants,8.3,1.24,1997-08-31
Wolfenstein,Shooter,Raven Software,7.0,1.23,2009-08-18
London 2012: The Official Video Game of the Olympic Games,Sports,Sega Studios Australia,5.85,1.23,2012-06-26
NHL 10,Sports,EA Canada,9.1,1.23,2009-09-15
Frogger: The Great Quest,Platform,Konami,3.0,1.23,2001-11-18
TNA iMPACT!,Fighting,Midway Studios Los Angeles,6.025,1.23,2008-09-09
Donkey Kong Country 2,Platform,Rare Ltd.,7.6,1.23,2004-11-15
Ace Combat: Assault Horizon,Action,Project ACES,7.25,1.23,2011-10-11
Intelligent Qube,Puzzle,Sony Computer Entertainment,7.4,1.22,1997-09-30
NBA Live 99,Sports,NuFX,8.3,1.22,1998-10-31
Tom Clancy's Splinter Cell: Chaos Theory,Action,Ubisoft Montreal,8.6,1.2100000000000002,2005-03-28
Alice: Madness Returns,Adventure,Spicy Horse,6.766666666666667,1.21,2011-06-14
Need for Speed: Nitro,Racing,EA Montreal,7.1,1.21,2009-11-02
Star Wars The Clone Wars: Republic Heroes,Action,Krome Studios,5.35,1.2000000000000002,2009-10-06
ATV Offroad Fury 3,Racing,Climax Group,7.5,1.2,2004-11-02
Unreal Tournament III,Shooter,Epic Games,8.266666666666667,1.2,2007-12-11
Tales of Vesperia,Role-Playing,Namco Tales Studio,8.05,1.2,2008-08-26
NFL 2K,Sports,Visual Concepts,9.7,1.2,1999-09-09
World Soccer Winning Eleven 9 (JP & Others sales),Sports,Konami Computer Entertainment Tokyo,8.0,1.2,2006-02-07
Disney Universe,Action,Disney Interactive Studios,7.050000000000001,1.19,2011-10-25
Metal Gear Solid: Portable Ops,Action,Kojima Productions,8.7,1.19,2006-12-05
Mario & Sonic at the London 2012 Olympic Games,Sports,Sega,6.5,1.19,2012-02-14
Metal Gear Solid VR Missions,Adventure,Konami Computer Entertainment Japan,6.8,1.18,1999-09-24
Mission: Impossible,Action,Infogrames,6.6,1.17,1998-07-18
Shadow The Hedgehog,Platform,Sonic Team,4.95,1.17,2005-11-15
X2: Wolverine's Revenge,Action,GenePool,6.325,1.17,2003-04-14
Dragon Ball Z: Ultimate Tenkaichi,Fighting,Spike,5.5,1.1600000000000001,2011-10-25
LEGO The Incredibles,Action,Traveller's Tales,6.5,1.1600000000000001,2018-06-15
Spore,Strategy,Maxis,7.0,1.16,2008-09-07
Bushido Blade,Fighting,Light Weight,8.2,1.16,1997-09-30
Medal of Honor Heroes 2,Shooter,Team Fusion,6.6,1.16,2007-11-13
EA Sports Active: More Workouts,Sports,EA Vancouver,7.9,1.16,2009-11-17
Ice Age 2: The Meltdown,Platform,Eurocom Entertainment Software,6.433333333333334,1.16,2006-03-14
Sunset Overdrive,Action,Insomniac Games,8.0,1.16,2014-10-28
Sacred 2: Fallen Angel,Role-Playing,Ascaron Entertainment,7.05,1.15,2009-05-11
Dragon Quest VIII: Journey of the Cursed King,Role-Playing,Level 5 / Armor Project,8.8,1.15,2017-01-20
Dynasty Warriors 7,Action,Omega Force,5.85,1.15,2011-03-29
Metal Gear Solid 2: Substance,Action,Konami Computer Entertainment Japan,8.333333333333334,1.1400000000000001,2002-11-04
Tom Clancy's HAWX,Action,Ubisoft Romania,7.2,1.1400000000000001,2009-03-03
Action Bass,Action,Unknown,5.1,1.14,2000-07-14
Brave Fencer Musashi,Role-Playing,SquareSoft,8.4,1.14,1998-10-31
Hot Shots Golf: Out of Bounds,Sports,Clap Hanz,8.3,1.14,2008-03-18
Tomb Raider: Legend,Action,Buzz Monkey,7.666666666666667,1.1300000000000001,2006-06-21
Top Spin 3,Sports,Pam Development,7.949999999999999,1.13,2008-06-23
Wet,Shooter,Artificial Mind and Movement,6.9,1.12,2009-09-15
SOCOM: U.S. Navy SEALs Fireteam Bravo,Shooter,Zipper Interactive,7.9,1.12,2005-11-08
Crackdown 2,Shooter,Ruffian Games,7.5,1.12,2010-07-06
The Golden Compass,Adventure,Shiny Entertainment,3.8333333333333335,1.12,2007-12-04
Major League Baseball 2K10,Sports,Visual Concepts,5.6,1.11,2010-03-02
You Don't Know Jack,Misc,"Starsphere Interactive, Inc.",7.933333333333333,1.11,1999-09-20
Crash Bandicoot N. Sane Trilogy,Platform,Toys for Bob,6.0,1.11,2018-06-29
Command & Conquer: Red Alert 3,Strategy,EA Los Angeles,7.8,1.11,2008-10-28
Enslaved: Odyssey to the West,Action,Ninja Theory,7.95,1.1,2010-10-05
2014 FIFA World Cup Brazil,Sports,EA Canada,7.6,1.1,2014-04-15
Tom Clancy's Splinter Cell: Double Agent,Action,Ubisoft Shanghai,7.466666666666666,1.1,2006-10-17
Sonic Free Riders,Racing,O-TWO inc.,4.9,1.1,2010-11-04
Namco Museum Battle Collection,Misc,Namco Tales Studio,7.9,1.09,2005-08-23
NFL 2K1,Sports,Visual Concepts,9.6,1.09,2000-09-07
Dragon Ball Z: The Legacy of Goku II,Role-Playing,Webfoot Technologies,7.6,1.09,2003-06-17
G.I. Joe: The Rise of Cobra,Action,Double Helix Games,4.816666666666666,1.09,2009-08-04
Untold Legends: Brotherhood of the Blade,Role-Playing,Sony Online Entertainment,6.5,1.09,2005-03-22
Transformers: War for Cybertron,Action,High Moon Studios,7.5,1.0899999999999999,2010-06-22
F.E.A.R. 2: Project Origin,Shooter,Monolith Productions,8.1,1.08,2009-02-10
Star Fox: Assault,Shooter,Namco,6.6,1.08,2005-02-14
Dragon Ball Z: Taiketsu,Fighting,Webfoot Technologies,3.8,1.08,2003-11-24
Disney's Lilo & Stitch,Action,Digital Eclipse,8.0,1.08,2002-06-07
Virtua Fighter 5,Fighting,Sega-AM2,8.7,1.08,2007-02-20
Kane & Lynch 2: Dog Days,Shooter,IO Interactive,6.35,1.08,2010-08-17
Jak and Daxter: The Lost Frontier,Platform,High Impact Games,7.5,1.08,2009-11-03
Virtua Fighter,Fighting,Sega-AM2,9.0,1.07,1995-05-11
Resonance of Fate,Role-Playing,tri-Ace,7.45,1.07,2010-03-16
Spore Creatures,Simulation,Foundation 9,7.2,1.07,2008-09-07
World Tour Soccer,Sports,SCEE London Studio,7.0,1.07,2005-03-14
The Biggest Loser,Sports,Blitz Games,7.7,1.07,2009-10-06
Naruto: Ultimate Ninja Storm,Fighting,CyberConnect2,7.8,1.07,2008-11-04
Seek and Destroy,Racing,Barnhouse Effect,5.6,1.06,2002-12-11
Endless Ocean,Adventure,Arika,6.8,1.06,2008-01-21
Hitman: Blood Money,Action,IO Interactive,8.1,1.06,2006-05-30
Warhawk,Shooter,Incognito Entertainment,8.4,1.06,2007-08-28
Resident Evil: The Darkside Chronicles,Shooter,"Cavia, inc.",7.2,1.05,2009-11-17
